sample,Acidobacteria,Actinobacteria,Bacteroidetes,Firmicutes,Nitrospirae,Planctomycetes,Proteobacteria,Cyanobacteria,Verrucomicrobia,Fusobacteria,Synergistetes,Fibrobacteres,Deinococcus.Thermus,Spirochaetes,Aquificae,Deferribacteres,Chlorobi,Chloroflexi,Ignavibacteriae,Balneolaeota,Tenericutes
1001.SKB1,0.008474576,0.101694915,0.06779661,0.220338983,0.008474576,0.008474576,0.584745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB2,0,0.150442478,0.044247788,0.221238938,0,0,0.530973451,0.053097345,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB3,0,0.134453782,0.075630252,0.193277311,0,0.008403361,0.537815126,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB4,0,0.165354331,0.078740157,0.212598425,0,0,0.496062992,0.047244094,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB5,0,0.166666667,0.049019608,0.235294118,0,0,0.549019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB6,0,0.181818182,0.036363636,0.245454545,0,0,0.536363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB7,0,0.163636364,0.236363636,0.090909091,0,0,0.509090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB8,0,0.153846154,0.153846154,0.153846154,0,0,0.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKB9,0,0.12,0.18,0.14,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKD2,0,0.161616162,0.050505051,0.303030303,0,0,0.484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKD3,0.00952381,0.161904762,0.085714286,0.238095238,0,0,0.504761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKD6,0.006578947,0.171052632,0.098684211,0.203947368,0,0.006578947,0.513157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKD7,0,0.118644068,0.169491525,0.118644068,0,0,0.593220339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKD8,0,0.12962963,0.148148148,0.037037037,0,0,0.685185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM3,0,0.142857143,0.080357143,0.1875,0.008928571,0.008928571,0.517857143,0.053571429,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM4,0,0.113402062,0.113402062,0.226804124,0,0,0.546391753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM5,0,0.128440367,0.128440367,0.229357798,0,0.009174312,0.504587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM7,0,0.141176471,0.188235294,0.094117647,0,0,0.505882353,0.070588235,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM8,0,0.108695652,0.260869565,0.02173913,0,0,0.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.SKM9,0,0.145833333,0.229166667,0.041666667,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00,0,0.12,0.24,0.04,0.013333333,0,0.56,0,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0
1024.SH004.C1.RH.3.211.bulk.9.11.G1.L00,0,0.111111111,0.244444444,0.066666667,0.022222222,0,0.533333333,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0
1024.SH007.C6.RH.5.185.flw.6.11.G1.L00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.10,0,0.037037037,0.259259259,0.074074074,0,0,0.62962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.100,0,0.041666667,0.208333333,0.083333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.10m.off.bottom,0,0.086956522,0.260869565,0.043478261,0,0,0.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.20,0,0.043478261,0.304347826,0.130434783,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.2m.off.bottom,0,0.068965517,0.172413793,0.103448276,0,0,0.655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.5,0,0.038461538,0.230769231,0.076923077,0,0,0.653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M028.50,0,0.052631579,0.368421053,0.052631579,0,0,0.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.10,0,0.130434783,0.260869565,0.217391304,0,0,0.391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.100,0,0.083333333,0.25,0.083333333,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.10m.off.bottom,0,0.133333333,0.2,0.266666667,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.150,0,0.090909091,0.272727273,0.181818182,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.20,0,0.1,0.25,0.15,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.200,0,0.055555556,0.277777778,0.111111111,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.2m.off.bottom,0,0.05,0.15,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.5,0,0.074074074,0.259259259,0.185185185,0,0,0.481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.M041.50,0,0,0.333333333,0.142857143,0,0,0.476190476,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.10,0,0.1,0.3,0.15,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.10m.off.bottom,0,0.136363636,0.272727273,0,0,0,0.590909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.20,0,0.115384615,0.307692308,0.153846154,0,0,0.423076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.2m.off.bottom,0,0.151515152,0.272727273,0.060606061,0,0,0.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.5,0,0.068965517,0.24137931,0.137931034,0,0,0.551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S001.50,0,0.125,0.28125,0.0625,0,0,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.10,0,0.1,0.233333333,0.166666667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.100,0,0.068965517,0.24137931,0.068965517,0,0,0.586206897,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.10m.off.bottom,0,0.107142857,0.25,0.142857143,0,0,0.464285714,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.150,0,0.071428571,0.285714286,0.071428571,0,0,0.535714286,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.20,0,0.125,0.333333333,0.041666667,0,0,0.458333333,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.200,0,0.142857143,0.178571429,0.178571429,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.2m.off.bottom,0,0.057142857,0.257142857,0.028571429,0,0,0.628571429,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.5,0,0.173913043,0.217391304,0,0,0,0.565217391,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0
1041.S008.50,0,0.166666667,0.277777778,0.055555556,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.10,0,0.074074074,0.333333333,0.037037037,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.100,0,0.102564103,0.179487179,0.230769231,0,0,0.487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.10m.off.bottom,0.027777778,0.111111111,0.138888889,0.222222222,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.150,0,0.075,0.2,0.275,0,0,0.425,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.20,0,0.133333333,0.166666667,0.133333333,0,0,0.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.2m.off.bottom,0,0.09375,0.1875,0.15625,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.5,0,0.096774194,0.193548387,0.193548387,0,0,0.516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S019.50,0,0.081081081,0.243243243,0.135135135,0,0,0.540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.10,0,0.117647059,0.323529412,0.088235294,0,0,0.441176471,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.100,0,0.125,0.21875,0.15625,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.150,0,0.09375,0.25,0.09375,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.20,0,0.114285714,0.228571429,0.142857143,0,0,0.514285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.200,0,0.083333333,0.194444444,0.166666667,0,0,0.527777778,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.250,0,0.09375,0.25,0.125,0,0,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.300,0,0.148148148,0.296296296,0.111111111,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.365,0,0.178571429,0.285714286,0.107142857,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041.S114.5,0,0.142857143,0.285714286,0.142857143,0,0,0.4,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0
1041.S114.50,0,0.142857143,0.25,0.178571429,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Chae.vel.Cinci.1,0,0.090909091,0.272727273,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Chae.vel.Cinci.2,0,0,0.157894737,0.842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Chae.vel.Cinci.3,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Chl.tru.Mend.1,0,0,0.1875,0.75,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Cho.did.SanDi.1,0,0,0.368421053,0.473684211,0,0,0.105263158,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0
1056.Cho.did.SanDi.2,0,0,0.375,0.5,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
1056.Cho.did.SanDi.3,0,0,0.4,0.333333333,0,0,0.2,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0
1056.Cho.hof.Atlan.1,0,0.090909091,0.181818182,0.590909091,0,0,0.090909091,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0
1056.Cho.hof.Atlan.1.1,0,0.1,0.2,0.55,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
1056.Cho.hof.Atlan.2,0,0.058823529,0.235294118,0.647058824,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0
1056.Cho.hof.Hous.1,0,0,0.333333333,0.476190476,0,0,0.142857143,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flor.1,0,0.25,0.125,0.5,0,0,0.083333333,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flor.2,0,0.081081081,0,0.675675676,0,0,0.216216216,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flor.3,0,0.242424242,0.03030303,0.393939394,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flor.4,0,0.15,0.05,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flor.5,0,0.229166667,0.104166667,0.395833333,0,0,0.270833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.1,0,0.047619048,0.142857143,0.666666667,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.10,0,0.146341463,0.048780488,0.317073171,0,0,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.2,0,0.107142857,0.035714286,0.642857143,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.3,0,0.166666667,0.083333333,0.625,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.7,0,0.115384615,0.115384615,0.538461538,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.8,0,0.227272727,0.090909091,0.5,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Das.nov.Flori.9,0,0.28,0.04,0.48,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Eup.sex.Cinci.1,0,0.052631579,0.263157895,0.631578947,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Eup.sex.Cinci.1.1,0,0.035714286,0.214285714,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Eup.sex.Mont.1.0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Eup.sex.Mont.1.1,0,0.047619048,0.333333333,0.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Man.pen.Leip.1,0,0,0.137931034,0.75862069,0,0,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Man.pen.Leip.2,0,0.03125,0.09375,0.5625,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Mel.urs.ino.SanDi.1,0,0.045454545,0.272727273,0.590909091,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Mont.1.0,0,0.115384615,0.076923077,0.653846154,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Mont.1.1,0,0.052631579,0.157894737,0.605263158,0,0,0.184210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Mont.1.2,0,0.03030303,0.303030303,0.454545455,0,0,0.212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Mont.2.0,0,0.074074074,0.148148148,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Mont.2.1,0,0.066666667,0.1,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.05D02,0,0.188679245,0.037735849,0.301886792,0,0,0.471698113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.1.03E03,0,0.057142857,0.228571429,0.4,0,0,0.314285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.1.04J06,0,0,0.055555556,0.722222222,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.1.07C04,0,0.041666667,0.125,0.458333333,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.10.04F05,0,0.105263158,0,0.842105263,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.11.04F02,0,0.107142857,0,0.75,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.12.04F01,0,0.177777778,0.088888889,0.333333333,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.13.04I17,0,0.065217391,0.173913043,0.347826087,0,0,0.413043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.14.04K04,0,0,0.105263158,0.894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.15.04D01,0,0.090909091,0.060606061,0.454545455,0,0,0.393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.16.04I10,0,0.162162162,0.135135135,0.243243243,0,0,0.445945946,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.17.04K13,0,0.037037037,0,0.888888889,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.18.04L01,0,0.130434783,0.043478261,0.695652174,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.19.04L18,0,0.041666667,0,0.875,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.2.03G06,0,0.057142857,0.028571429,0.714285714,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.20.04K11,0,0.157894737,0.052631579,0.342105263,0,0,0.447368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.21.04K01,0,0.107142857,0,0.678571429,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.22.04K17,0,0.173913043,0.086956522,0.652173913,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.23.04L06,0,0.111111111,0.111111111,0.722222222,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.24.04L12,0,0.083333333,0.083333333,0.791666667,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.25.04I12,0,0.038461538,0.115384615,0.730769231,0,0,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.26.04K16,0,0.181818182,0.090909091,0.5,0,0,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.27.04K10,0,0.21875,0.09375,0.4375,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.3.03O02,0,0.176470588,0.088235294,0.529411765,0,0,0.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.4.03H10,0,0.060606061,0.060606061,0.575757576,0,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.5.3502,0,0.070175439,0.192982456,0.333333333,0,0,0.403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.6.04K03,0,0.133333333,0.1,0.4,0,0,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.7.04F07,0,0.060606061,0.121212121,0.696969697,0,0,0.121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.8.04I18,0,0.125,0.03125,0.71875,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Myr.tri.Seat.9.04I04,0,0.117647059,0.117647059,0.735294118,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Cinci.1,0,0.074074074,0.148148148,0.740740741,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Cinci.2,0,0.111111111,0.148148148,0.62962963,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Cinci.3,0,0.041666667,0.083333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.1,0,0.076923077,0.192307692,0.653846154,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.2,0,0.085714286,0.085714286,0.6,0,0,0.228571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.3,0,0.103448276,0.137931034,0.206896552,0,0,0.551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.4,0,0.1,0.3,0.225,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.5,0,0.181818182,0.194805195,0.207792208,0,0,0.415584416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.6,0,0.179104478,0.134328358,0.313432836,0,0,0.373134328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.7,0,0.1875,0.0625,0.4375,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.8,0,0,0.066666667,0.8,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Colch.9,0,0.15,0.05,0.45,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Lond.1,0,0.111111111,0.055555556,0.722222222,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Ory.afe.Lond.1.1,0,0.166666667,0.083333333,0.708333333,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pri.max.Seat.04J09,0.037037037,0.111111111,0.037037037,0.62962963,0,0,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pri.max.Seat.2.02V07,0,0,0.071428571,0.785714286,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pri.max.Seat.2.13B02,0,0.0625,0.09375,0.65625,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pri.max.Seat.3.04L11,0,0.318181818,0.068181818,0.204545455,0,0,0.386363636,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pro.cri.Cinci.1,0,0.115384615,0.115384615,0.730769231,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Pro.cri.Cinci.2,0,0.103448276,0.172413793,0.689655172,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Tam.tet.tet.SanDi.1,0,0.043478261,0.086956522,0.869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Tam.tet.tet.SanDi.2,0,0.041666667,0.291666667,0.625,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Tol.mat.Cinci.1,0,0.066666667,0.333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Tol.mat.Cinci.2,0,0.09375,0.28125,0.59375,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Tol.mat.Cinci.3,0,0.083333333,0.166666667,0.611111111,0,0,0.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Zae.pic.Mend.1,0,0.023255814,0.139534884,0.813953488,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056.Zae.pic.Mend.2,0,0.045454545,0.181818182,0.636363636,0,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV171,0,0.090909091,0,0.363636364,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV172,0,0,0,0.714285714,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV173,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV174,0,0.181818182,0.090909091,0.363636364,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV176,0,0,0,0.428571429,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV190,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV192,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV193,0,0,0,0.285714286,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV196,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV197,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV198,0,0,0,0.375,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV199,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV200,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV201,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV202,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV203,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV204,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV205,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV206,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV228,0,0.071428571,0,0.571428571,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CJV231,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV01,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV02,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV03,0,0.111111111,0,0.555555556,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV04,0,0,0,0.555555556,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV05,0,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV06,0,0,0,0.285714286,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV10,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV108,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV11,0,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV12,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.G.CV209,0,0.1,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
