sample,Acidobacteria,Actinobacteria,Bacteroidetes,Firmicutes,Nitrospirae,Planctomycetes,Proteobacteria,Cyanobacteria,Verrucomicrobia,Fusobacteria,Synergistetes,Fibrobacteres,Deinococcus.Thermus,Spirochaetes,Aquificae,Deferribacteres,Chlorobi,Chloroflexi,Ignavibacteriae,Balneolaeota,Tenericutes
1288.FBE27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.034482759,0.103448276,0.137931034,0,0,0,0.689655172,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0
1288.FBE27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.045454545,0.090909091,0.136363636,0,0,0,0.681818182,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0
1288.FBE27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.041666667,0.083333333,0.083333333,0,0,0,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0.117647059,0.117647059,0,0,0,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE28May07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0,0.083333333,0,0,0,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0.076923077,0.076923077,0,0,0,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0.214285714,0.071428571,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0.142857143,0,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE31May07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0,0.055555556,0,0,0,0.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBE31May07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0,0.1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH02Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.038461538,0.076923077,0.038461538,0.076923077,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.045454545,0.090909091,0.045454545,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.066666667,0.066666667,0.066666667,0.166666667,0,0,0.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.05,0.05,0.15,0.1,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.052631579,0.052631579,0.157894737,0,0,0,0.736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.076923077,0.076923077,0.153846154,0,0,0,0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH05June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.058823529,0,0.117647059,0,0,0,0.823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.047619048,0.142857143,0.142857143,0.047619048,0,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.027777778,0.027777778,0.083333333,0.027777778,0,0,0.75,0,0.027777778,0,0,0,0,0,0,0,0.055555556,0,0,0,0
1288.FBH06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.035714286,0,0.107142857,0.071428571,0,0,0.75,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0
1288.FBH09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.043478261,0.086956522,0.043478261,0.130434783,0,0,0.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0,0.058823529,0.117647059,0,0,0.823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.045454545,0.090909091,0.090909091,0.045454545,0,0,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.023255814,0.046511628,0.046511628,0.139534884,0,0.023255814,0.674418605,0,0.023255814,0,0,0,0,0,0,0,0.023255814,0,0,0,0
1288.FBH10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.032258065,0.064516129,0.032258065,0.064516129,0,0.032258065,0.741935484,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.071428571,0.071428571,0,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0
1288.FBH13June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.071428571,0,0.214285714,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.066666667,0.133333333,0.066666667,0,0,0,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.0625,0.0625,0.125,0.0625,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.066666667,0,0.2,0,0,0,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.041666667,0,0.125,0.041666667,0,0,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.0625,0,0.0625,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.024390244,0.048780488,0.12195122,0.073170732,0,0,0.707317073,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.035714286,0.107142857,0.035714286,0.035714286,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.076923077,0.038461538,0.076923077,0.115384615,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0
1288.FBH20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.095238095,0.047619048,0.095238095,0.047619048,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH22Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.041666667,0.083333333,0.125,0,0,0.041666667,0.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH22Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.1,0,0.1,0.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH23Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0,0.181818182,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.033333333,0.066666667,0.1,0.033333333,0,0,0.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.052631579,0.052631579,0.157894737,0.052631579,0,0,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.01754386,0.087719298,0.105263158,0.175438596,0,0,0.596491228,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0
1288.FBH25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.020833333,0.083333333,0.104166667,0.145833333,0,0,0.625,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0
1288.FBH27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.033333333,0.033333333,0.066666667,0.066666667,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.047619048,0,0.095238095,0.095238095,0,0,0.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.052631579,0,0.157894737,0.105263158,0,0,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0,0.266666667,0.066666667,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.058823529,0.117647059,0.176470588,0,0,0,0.647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.047619048,0.047619048,0.142857143,0.047619048,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH30Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.055555556,0.055555556,0.111111111,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH30Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0,0.111111111,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0,0,0.090909091,0.090909091,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.FBH31May07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.083333333,0,0.083333333,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE01Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.136363636,0.181818182,0,0,0.045454545,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE04July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.294117647,0.058823529,0,0,0,0.647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE06July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.148148148,0.185185185,0.074074074,0,0.037037037,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE08Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.096774194,0.161290323,0.096774194,0,0.032258065,0.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE09July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.142857143,0.035714286,0.035714286,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE10Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.108108108,0.135135135,0.108108108,0,0.027027027,0.621621622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE10Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0,0.125,0.125,0.041666667,0,0,0.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE12July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.2,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE17July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.136363636,0.227272727,0,0,0.045454545,0.590909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE20June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.166666667,0.222222222,0.055555556,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE22Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.081081081,0.081081081,0.216216216,0,0.054054054,0.567567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE22Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0,0.142857143,0.095238095,0.19047619,0,0.047619048,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE23July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0,0.12,0.16,0.12,0,0.04,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE23July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0,0.19047619,0.142857143,0.095238095,0,0.047619048,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.023255814,0.069767442,0.209302326,0.093023256,0,0.023255814,0.581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0,0.172413793,0.206896552,0.034482759,0,0.034482759,0.551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKE26June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.025641026,0.128205128,0.128205128,0.102564103,0,0,0.58974359,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0
1288.HKE26June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.035714286,0.071428571,0.142857143,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0
1288.HKE27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.04,0.2,0.08,0,0,0.04,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKH01Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.037037037,0.037037037,0.185185185,0.037037037,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
1288.HKH01Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.045454545,0.045454545,0.181818182,0.045454545,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0
1288.HKH04July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.043478261,0.086956522,0.130434783,0.043478261,0,0,0.652173913,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0
1288.HKH06July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.033333333,0.133333333,0.166666667,0.033333333,0,0,0.6,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0
1288.HKH08Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.016393443,0.098360656,0.163934426,0.114754098,0,0.032786885,0.540983607,0,0,0,0,0,0.016393443,0,0,0,0.016393443,0,0,0,0
1288.HKH08Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.022222222,0.111111111,0.155555556,0.111111111,0,0.022222222,0.555555556,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0
1288.HKH09July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.037037037,0.111111111,0.111111111,0.037037037,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
1288.HKH12July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.03030303,0.090909091,0.181818182,0.060606061,0,0,0.606060606,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0
1288.HKH12July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.038461538,0.153846154,0.076923077,0.038461538,0,0,0.653846154,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0
1288.HKH15June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.043478261,0.130434783,0.130434783,0,0,0,0.652173913,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0
1288.HKH16July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.041666667,0.083333333,0.166666667,0.041666667,0,0,0.625,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0
1288.HKH17July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.034482759,0.068965517,0.137931034,0.068965517,0,0,0.655172414,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0
1288.HKH17July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.045454545,0.136363636,0.090909091,0.045454545,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0
1288.HKH20July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.083333333,0.083333333,0.083333333,0.083333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.HKH20June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.033333333,0.133333333,0.1,0.033333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0
1288.HKH22Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.032258065,0.129032258,0.129032258,0.032258065,0,0,0.64516129,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0
1288.HKH23July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.037037037,0.148148148,0.037037037,0.037037037,0,0,0.703703704,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
1288.HKH24Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.025,0.15,0.05,0.025,0,0,0.725,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0
1288.HKH26June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.032258065,0.161290323,0.129032258,0,0,0,0.64516129,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0
1288.HKH26June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.038461538,0.076923077,0.115384615,0.038461538,0,0,0.692307692,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0
1288.HKH27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.023255814,0.186046512,0.069767442,0.093023256,0,0.023255814,0.581395349,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0
1288.HKH27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence,0.034482759,0.24137931,0.034482759,0.068965517,0,0.034482759,0.551724138,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0
1288.HKH28June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,0.041666667,0.166666667,0.125,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0
1288.MA03aug09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.020408163,0.163265306,0.102040816,0,0,0.020408163,0.673469388,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0
1288.MA03aug09H.R1.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.018181818,0.127272727,0.072727273,0.054545455,0,0.018181818,0.690909091,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0
1288.MA03aug09H.R2.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.019607843,0.117647059,0.098039216,0.058823529,0,0,0.68627451,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0
1288.MA03jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.037037037,0.185185185,0.037037037,0.111111111,0,0,0.592592593,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
1288.MA03jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.044444444,0.088888889,0.111111111,0.044444444,0,0,0.688888889,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0
1288.MA06jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.020833333,0.083333333,0.0625,0.020833333,0,0.020833333,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA06jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.017857143,0.107142857,0.035714286,0.071428571,0,0.017857143,0.732142857,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0
1288.MA09jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0,0.129032258,0.096774194,0.032258065,0,0,0.741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA09jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.024390244,0.146341463,0.073170732,0.048780488,0,0,0.682926829,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0
1288.MA13aug09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.022222222,0.111111111,0.088888889,0.022222222,0,0.022222222,0.711111111,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0
1288.MA13aug09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.04,0.16,0.08,0.08,0,0,0.56,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0
1288.MA14jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.024390244,0.097560976,0.097560976,0,0,0,0.780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA14jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.018181818,0.109090909,0.072727273,0.018181818,0,0,0.763636364,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0
1288.MA16jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0,0.090909091,0.151515152,0.060606061,0,0,0.696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA16jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.029411765,0.088235294,0.058823529,0.029411765,0,0,0.794117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA19aug09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.047619048,0.142857143,0.047619048,0,0,0,0.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288.MA19aug09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.037735849,0.094339623,0.075471698,0.056603774,0,0.018867925,0.698113208,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0
1288.MA20jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,0.025,0.15,0.075,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
